cntyname,State,PUMA10,PUMA00,Pop14
Union PA,PA,1100,1200,44874
Venango PA,PA,1300,1500,53529
Warren PA,PA,200,300,40703
Washington PA,PA,4001,2201,143051.176
Washington PA,PA,4001,2202,22.039
Washington PA,PA,4002,2201,7138.584
Washington PA,PA,4002,2202,57975.201
Wayne PA,PA,500,600,51401
Westmoreland PA,PA,2001,1804,13.776
Westmoreland PA,PA,2001,2101,100899.56
Westmoreland PA,PA,2001,2103,35.423
Westmoreland PA,PA,2002,1807,34.439
Westmoreland PA,PA,2002,2101,7.872
Westmoreland PA,PA,2002,2102,151436.915
Westmoreland PA,PA,2002,2103,6.888
Westmoreland PA,PA,2002,2300,11.808
Westmoreland PA,PA,2003,2102,6.888
Westmoreland PA,PA,2003,2103,106866.431
Wyoming PA,PA,702,802,28131
York PA,PA,3601,3201,33.439
York PA,PA,3601,3202,45860.723
York PA,PA,3601,3203,122092.941
York PA,PA,3602,3201,125829.973
York PA,PA,3602,3202,11.146
York PA,PA,3603,3202,146926.777
Bristol RI,RI,300,500,49060
Kent RI,RI,201,600,165128
Newport RI,RI,300,500,82358
Providence RI,RI,101,200,29012.634
Providence RI,RI,101,300,116194.745
Providence RI,RI,102,400,178713.748
Providence RI,RI,103,100,179549.769
Providence RI,RI,104,200,128503.104
Washington RI,RI,400,700,126653
Abbeville SC,SC,1600,800,24965
Aiken SC,SC,1500,900,164753
Allendale SC,SC,1300,1800,9695
Anderson SC,SC,200,100,6.182
Anderson SC,SC,200,700,192803.818
Bamberg SC,SC,1300,1800,15182
Barnwell SC,SC,1300,1800,21959
Beaufort SC,SC,1400,1900,175852
Berkeley SC,SC,1201,2000,4.458
Berkeley SC,SC,1201,2200,42077.73
Berkeley SC,SC,1202,2200,14423.785
Berkeley SC,SC,1203,2000,81.358
Berkeley SC,SC,1203,2200,59536.283
Berkeley SC,SC,1204,2101,40.122
Berkeley SC,SC,1204,2200,82041.265
Calhoun SC,SC,605,1800,14878
Charleston SC,SC,1201,2101,6478.829
Charleston SC,SC,1202,2101,114439.734
Charleston SC,SC,1202,2102,81111.026
Charleston SC,SC,1203,2102,91250.856
Charleston SC,SC,1204,2000,156.667
Charleston SC,SC,1204,2101,87577.888
Cherokee SC,SC,400,400,56024
Chester SC,SC,400,400,32337
Chesterfield SC,SC,700,1300,46125
Clarendon SC,SC,800,2300,34113
Colleton SC,SC,1300,2000,37771
Darlington SC,SC,900,1400,67792.09
Darlington SC,SC,900,1600,6.91
Dillon SC,SC,1000,1400,31127
Dorchester SC,SC,1201,2000,106067.458
Dorchester SC,SC,1201,2101,539.274
Dorchester SC,SC,1204,2000,41862.267
Edgefield SC,SC,1500,800,26553
Fairfield SC,SC,603,600,22976
Florence SC,SC,900,1600,139231
Georgetown SC,SC,1000,2300,60773
Greenville SC,SC,102,202,109124.58
Greenville SC,SC,103,201,167495.606
Greenville SC,SC,103,202,78.1
Greenville SC,SC,104,201,114483.558
Greenville SC,SC,105,201,7.489
Greenville SC,SC,105,202,91562.667
Greenwood SC,SC,1600,800,69520
Hampton SC,SC,1300,1800,20405
Horry SC,SC,1101,1500,142460.96
Horry SC,SC,1102,1500,156345.516
Horry SC,SC,1102,2300,25.523
Jasper SC,SC,1400,1900,27170
Kershaw SC,SC,605,1300,63161
Lancaster SC,SC,700,1300,83160
Laurens SC,SC,105,600,66533
Lee SC,SC,800,1300,18343
Lexington SC,SC,601,800,13.768
Lexington SC,SC,601,1002,151273.055
Lexington SC,SC,602,1001,116093.176
Lexington SC,SC,602,1002,10054.722
Lexington SC,SC,602,1100,453.278
Marion SC,SC,1000,1600,31933
Marlboro SC,SC,700,1400,27924
McCormick SC,SC,1600,800,9846
Newberry SC,SC,400,600,37783
Oconee SC,SC,101,100,75192
Orangeburg SC,SC,1300,1800,90090
Pickens SC,SC,101,100,120368
Richland SC,SC,603,1100,2619.29
Richland SC,SC,603,1200,156126.61
Richland SC,SC,604,1100,123211.073
Richland SC,SC,604,1200,88733.152
Richland SC,SC,605,1100,11.488
Richland SC,SC,605,1200,30864.386
Saluda SC,SC,601,800,20026
Spartanburg SC,SC,301,301,119160.869
Spartanburg SC,SC,302,302,174381.131
Sumter SC,SC,800,1700,107919
Union SC,SC,400,400,27876
Williamsburg SC,SC,800,2300,32695
York SC,SC,501,500,116268.39
York SC,SC,502,500,129077.61
Aurora SD,SD,400,500,2745
Beadle SD,SD,400,300,18169
Bennett SD,SD,200,200,3430
Bon Homme SD,SD,400,500,7023
Brookings SD,SD,400,400,33314
Brown SD,SD,300,300,38408
Brule SD,SD,400,500,5309
Buffalo SD,SD,200,500,2077
Butte SD,SD,100,200,10298
Campbell SD,SD,300,300,1386
Charles Mix SD,SD,200,500,9287
Clark SD,SD,300,400,3645
Clay SD,SD,500,600,13932
Codington SD,SD,300,400,27938
Corson SD,SD,200,200,4182
Custer SD,SD,100,200,8445
Davison SD,SD,400,500,19885
Day SD,SD,300,300,5588
Deuel SD,SD,300,400,4312
Dewey SD,SD,200,200,5662
Douglas SD,SD,400,500,2973
Edmunds SD,SD,300,300,3983
Fall River SD,SD,200,200,6845
Faulk SD,SD,300,300,2357
Grant SD,SD,300,400,7241
Gregory SD,SD,200,500,4217
Haakon SD,SD,200,200,1847
Hamlin SD,SD,300,400,5989
Hand SD,SD,400,300,3345
Hanson SD,SD,400,500,3419
Harding SD,SD,100,200,1250
Hughes SD,SD,200,500,17642
Hutchinson SD,SD,400,500,7200
Hyde SD,SD,200,500,1396
Jackson SD,SD,200,200,3274
Jerauld SD,SD,400,300,2007
Jones SD,SD,200,200,975
Kingsbury SD,SD,400,400,5075
Lake SD,SD,400,400,12368
Lawrence SD,SD,100,100,24657
Lincoln SD,SD,500,600,26752.57
Lincoln SD,SD,600,600,11070.148
Lincoln SD,SD,600,700,13725.282
Lyman SD,SD,200,500,3877
Marshall SD,SD,300,300,4683
McCook SD,SD,500,400,5649
McPherson SD,SD,300,300,2429
Meade SD,SD,100,200,26951
Mellette SD,SD,200,200,2100
Miner SD,SD,400,400,2316
Minnehaha SD,SD,500,600,38724.347
Minnehaha SD,SD,500,700,110.074
Minnehaha SD,SD,600,600,8475.672
Minnehaha SD,SD,600,700,135571.907
Moody SD,SD,400,400,6367
Pennington SD,SD,100,100,108242
Perkins SD,SD,100,200,3033
Potter SD,SD,300,200,2340
Roberts SD,SD,300,300,10374
Sanborn SD,SD,400,500,2336
Shannon SD D),SD,200,200,14218
Spink SD,SD,300,300,6598
Stanley SD,SD,200,500,2983
Sully SD,SD,200,500,1438
Todd SD,SD,200,200,9882
Tripp SD,SD,200,500,5512
Turner SD,SD,500,600,8272
Union SD,SD,500,600,15029
Walworth SD,SD,300,300,5511
Yankton SD,SD,500,600,22684
Ziebach SD,SD,200,200,2826
Anderson TN,TN,1601,1302,75528
Bedford TN,TN,2700,2600,46627
Benton TN,TN,200,200,16145
Bledsoe TN,TN,2100,2000,13931
Blount TN,TN,1700,1500,126339
Bradley TN,TN,1900,1700,102975
Campbell TN,TN,900,700,39918
Cannon TN,TN,600,600,13757
Carroll TN,TN,200,200,28370
Carter TN,TN,1200,900,56886
Cheatham TN,TN,400,400,39764
Chester TN,TN,3000,2800,8.116
Chester TN,TN,3000,2900,17370.884
Claiborne TN,TN,900,700,31592
Clay TN,TN,700,600,7765
Cocke TN,TN,1400,1100,35374
Coffee TN,TN,2200,2500,53623
Crockett TN,TN,100,100,14668
Cumberland TN,TN,800,2100,57985
Davidson TN,TN,2501,502,14.931
Davidson TN,TN,2501,2201,142703.396
Davidson TN,TN,2501,2202,14953.211
Davidson TN,TN,2502,2202,72648.013
Davidson TN,TN,2502,2204,15497.119
Davidson TN,TN,2502,2205,23616.283
Davidson TN,TN,2503,2202,23913.833
Davidson TN,TN,2503,2204,73274.041
Davidson TN,TN,2503,2205,25313.064
Davidson TN,TN,2504,2201,23536.297
Davidson TN,TN,2504,2203,102751.735
Davidson TN,TN,2505,2203,48325.715
Davidson TN,TN,2505,2204,33568.738
Davidson TN,TN,2505,2205,68230.625
Decatur TN,TN,2900,2800,11666
DeKalb TN,TN,600,600,19268
Dickson TN,TN,400,400,50575
Dyer TN,TN,100,100,37935
Fayette TN,TN,3100,3000,39011
Fentress TN,TN,800,600,17855
Franklin TN,TN,2200,2500,41402
Gibson TN,TN,100,100,49472
Giles TN,TN,2800,2700,28853
Grainger TN,TN,1400,1100,22864
Greene TN,TN,1200,900,68335
Grundy TN,TN,2100,2000,13425
Hamblen TN,TN,1400,1100,63036
Hamilton TN,TN,2001,1800,94937.951
Hamilton TN,TN,2001,1900,24340.709
Hamilton TN,TN,2002,1800,76604.652
Hamilton TN,TN,2002,1900,33652.977
Hamilton TN,TN,2003,1800,2756.832
Hamilton TN,TN,2003,1900,118920.616
Hamilton TN,TN,2003,2000,6.263
Hancock TN,TN,900,700,6657
Hardeman TN,TN,2900,2800,25965
Hardin TN,TN,2900,2800,25870
Hawkins TN,TN,1000,802,56735
Haywood TN,TN,2900,2800,18185
Henderson TN,TN,2900,2800,28009
Henry TN,TN,200,200,32204
Hickman TN,TN,400,2700,24384
Houston TN,TN,200,200,8267
Humphreys TN,TN,200,200,18135
Jackson TN,TN,700,600,11568
Jefferson TN,TN,1500,1200,52677
Johnson TN,TN,1200,900,17859
Knox TN,TN,1601,1301,6593.279
Knox TN,TN,1601,1302,5416.204
Knox TN,TN,1601,1400,5.19
Knox TN,TN,1602,1301,94857.275
Knox TN,TN,1602,1302,10826.181
Knox TN,TN,1602,1400,6087.781
Knox TN,TN,1603,1301,10815.801
Knox TN,TN,1603,1400,168323.76
Knox TN,TN,1604,1301,137693.868
Knox TN,TN,1604,1400,8024.66
Lake TN,TN,100,100,7631
Lauderdale TN,TN,3100,3000,27382
Lawrence TN,TN,2800,2700,42274
Lewis TN,TN,2800,2700,11906
Lincoln TN,TN,2200,2500,33637
Loudon TN,TN,1800,1600,50771
Macon TN,TN,600,600,23003
Madison TN,TN,3000,2900,98178
Marion TN,TN,2100,2000,28407
Marshall TN,TN,2700,2600,31269
Maury TN,TN,2700,2600,85515
McMinn TN,TN,1900,1700,52626
McNairy TN,TN,2900,2800,26174.323
McNairy TN,TN,2900,2900,92.677
Meigs TN,TN,2100,2000,11701
Monroe TN,TN,1800,1600,45233
Montgomery TN,TN,300,300,189961
Moore TN,TN,2200,2500,6319
Morgan TN,TN,900,700,21660
Obion TN,TN,100,100,30941
Overton TN,TN,700,600,22028
Perry TN,TN,2800,2700,7822
Pickett TN,TN,700,600,5124
Polk TN,TN,1900,1700,16730
Putnam TN,TN,700,2100,74165
Rhea TN,TN,2100,2000,32641
Roane TN,TN,1800,1600,52748
Robertson TN,TN,400,400,68077.973
Robertson TN,TN,400,501,1.027
Rutherford TN,TN,2401,2300,132616.396
Rutherford TN,TN,2402,2300,156289.604
Scott TN,TN,900,700,21987
Sequatchie TN,TN,2100,2000,14704
Sevier TN,TN,1500,1200,95110
Shelby TN,TN,3201,3101,144664.542
Shelby TN,TN,3202,3101,23.277
Shelby TN,TN,3202,3102,128443.735
Shelby TN,TN,3202,3104,440.233
Shelby TN,TN,3203,3103,90377.261
Shelby TN,TN,3203,3201,25406.998
Shelby TN,TN,3204,3103,8123.56
Shelby TN,TN,3204,3201,97402.77
Shelby TN,TN,3205,3103,29112.038
Shelby TN,TN,3205,3201,73893.327
Shelby TN,TN,3205,3202,5563.126
Shelby TN,TN,3206,3104,2533.11
Shelby TN,TN,3206,3202,120395.065
Shelby TN,TN,3207,3104,104314.93
Shelby TN,TN,3207,3202,3492.513
Shelby TN,TN,3208,3104,11281.092
Shelby TN,TN,3208,3105,89967.39
Shelby TN,TN,3208,3202,3368.034
Smith TN,TN,600,600,19009
Stewart TN,TN,300,200,13279
Sullivan TN,TN,1000,802,50543.091
Sullivan TN,TN,1100,801,106503.909
Sumner TN,TN,500,501,149471.402
Sumner TN,TN,500,502,23234.598
Tipton TN,TN,3100,3000,61623
Trousdale TN,TN,600,600,8002
Unicoi TN,TN,1200,900,17963
Union TN,TN,1601,1302,19113
Van Buren TN,TN,800,600,5633
Warren TN,TN,600,600,39969
Washington TN,TN,1300,1000,126242
Wayne TN,TN,2800,2700,16913
Weakley TN,TN,200,100,34373
White TN,TN,800,2100,26301
Williamson TN,TN,2600,2400,205226
Wilson TN,TN,2300,502,125376
Anderson TX,TX,1800,1800,57627
Andrews TX,TX,3200,3400,17477
Angelina TX,TX,4000,1700,87750
Aransas TX,TX,6500,6100,24972
Archer TX,TX,600,600,8811
Armstrong TX,TX,100,100,1955
Atascosa TX,TX,6100,5700,47774
Austin TX,TX,5000,3900,29114
Bailey TX,TX,400,400,6910
Bandera TX,TX,6100,5800,20892
Bastrop TX,TX,5100,5100,78069
Baylor TX,TX,600,600,3592
Bee TX,TX,6500,6100,32863
Bell TX,TX,3501,3702,156484.064
Bell TX,TX,3501,3703,6322.128
Bell TX,TX,3502,3701,134972.491
Bell TX,TX,3502,3702,7444.6
Bell TX,TX,3502,3703,23916.718
Bexar TX,TX,5901,5601,105576.498
Bexar TX,TX,5901,5602,5302.094
Bexar TX,TX,5901,5605,4679.782
Bexar TX,TX,5902,5604,97475.626
Bexar TX,TX,5902,5608,13481.973
Bexar TX,TX,5902,5610,15309.945
Bexar TX,TX,5903,5602,55217.97
Bexar TX,TX,5903,5603,66858.983
Bexar TX,TX,5904,5606,64205.23
Bexar TX,TX,5904,5607,43212.228
Bexar TX,TX,5904,5610,5875.703
Bexar TX,TX,5905,5602,9493.768
Bexar TX,TX,5905,5605,86242.633
Bexar TX,TX,5905,5606,28480.221
Bexar TX,TX,5905,5609,254.336
Bexar TX,TX,5905,5610,87.665
Bexar TX,TX,5906,5602,48134.441
Bexar TX,TX,5906,5603,45008.814
Bexar TX,TX,5906,5605,33096.149
Bexar TX,TX,5907,5603,13443.011
Bexar TX,TX,5907,5604,61.69
Bexar TX,TX,5907,5605,12353.154
Bexar TX,TX,5907,5609,85425.511
Bexar TX,TX,5908,5605,71556.081
Bexar TX,TX,5908,5606,4315.054
Bexar TX,TX,5908,5609,34891.653
Bexar TX,TX,5909,5606,94950.665
Bexar TX,TX,5909,5607,9085.748
Bexar TX,TX,5909,5610,10777.353
Bexar TX,TX,5910,5606,4309.642
Bexar TX,TX,5910,5607,112268.241
Bexar TX,TX,5910,5610,179.659
Bexar TX,TX,5911,5607,41950.288
Bexar TX,TX,5911,5610,9426.666
Bexar TX,TX,5911,5611,70407.781
Bexar TX,TX,5912,5608,74050.739
Bexar TX,TX,5912,5611,37964.248
Bexar TX,TX,5913,5604,40832.292
Bexar TX,TX,5913,5608,38035.679
Bexar TX,TX,5913,5609,21964.89
Bexar TX,TX,5913,5610,10794.669
Bexar TX,TX,5914,5605,51.949
Bexar TX,TX,5914,5606,1782.517
Bexar TX,TX,5914,5607,4036.908
Bexar TX,TX,5914,5609,30728.118
Bexar TX,TX,5914,5610,73427.345
Bexar TX,TX,5915,5607,16080.529
Bexar TX,TX,5915,5610,42777.151
Bexar TX,TX,5915,5611,49419.109
Bexar TX,TX,5916,5604,3846.426
Bexar TX,TX,5916,5608,8535.949
Bexar TX,TX,5916,5609,46332.444
Bexar TX,TX,5916,5610,46251.273
Bexar TX,TX,5916,5611,5557.512
Blanco TX,TX,6000,3600,10812
Borden TX,TX,2800,3100,652
Bosque TX,TX,3700,2700,17780
Bowie TX,TX,1100,1100,93275
Brazoria TX,TX,4801,4802,110410.767
Brazoria TX,TX,4802,4801,37220.352
Brazoria TX,TX,4802,4802,79940.674
Brazoria TX,TX,4803,4801,110552.207
Brazos TX,TX,3602,4000,209152
Brewster TX,TX,3200,3400,9173
Briscoe TX,TX,100,100,1536
Brooks TX,TX,6900,6500,7194
Brown TX,TX,2600,3600,37653
Burleson TX,TX,3601,3900,17253
Burnet TX,TX,3400,3600,44943
Caldwell TX,TX,5100,5100,39810
Calhoun TX,TX,5600,6200,21797
Callahan TX,TX,2600,2700,13513
Cameron TX,TX,6701,6800,26577.981
Cameron TX,TX,6701,6900,93981.238
Cameron TX,TX,6702,6900,149831.012
Cameron TX,TX,6703,6800,150000.734
Cameron TX,TX,6703,6900,1.035
Camp TX,TX,1300,1200,12621
Carson TX,TX,100,100,6013
Cass TX,TX,1100,1100,30261
Castro TX,TX,100,100,7781
Chambers TX,TX,4400,4502,38145
Cherokee TX,TX,1700,1500,50902
Childress TX,TX,100,100,7089
Clay TX,TX,600,600,10370
Cochran TX,TX,400,400,2935
Coke TX,TX,2800,3000,3254
Coleman TX,TX,2600,3600,8430
Collin TX,TX,1901,2102,85679.325
Collin TX,TX,1901,2103,11485.012
Collin TX,TX,1901,2104,27974.775
Collin TX,TX,1902,2103,122985.813
Collin TX,TX,1903,2103,23094.493
Collin TX,TX,1903,2104,92818.137
Collin TX,TX,1904,2102,121477.486
Collin TX,TX,1904,2104,10218.832
Collin TX,TX,1905,2101,134254.704
Collin TX,TX,1906,2101,117385.88
Collin TX,TX,1906,2103,4.526
Collin TX,TX,1907,2101,48619.509
Collin TX,TX,1907,2102,89242.507
Collingsworth TX,TX,100,100,3017
Colorado TX,TX,5000,5000,20719
Comal TX,TX,5800,5500,123694
Comanche TX,TX,2600,2700,13550
Concho TX,TX,2800,3100,4050
Cooke TX,TX,800,600,2.017
Cooke TX,TX,800,800,38758.983
Coryell TX,TX,3400,3703,75562
Cottle TX,TX,600,600,1415
Crane TX,TX,3200,3400,4950
Crockett TX,TX,2800,3100,3812
Crosby TX,TX,400,400,5899
Culberson TX,TX,3200,3400,2266
Dallam TX,TX,100,100,7135
Dallas TX,TX,2301,2304,11920.286
Dallas TX,TX,2301,2309,42301.701
Dallas TX,TX,2301,2314,54780.352
Dallas TX,TX,2302,2309,72537.409
Dallas TX,TX,2302,2310,25355.07
Dallas TX,TX,2302,2312,5177.369
Dallas TX,TX,2302,2314,25.525
Dallas TX,TX,2302,2315,3470.369
Dallas TX,TX,2303,2309,13232.709
Dallas TX,TX,2303,2312,98329.599
Dallas TX,TX,2303,2314,14239.892
Dallas TX,TX,2304,2303,43339.727
Dallas TX,TX,2304,2307,6223.904
Dallas TX,TX,2304,2308,27617.244
Dallas TX,TX,2304,2312,247.808
Dallas TX,TX,2304,2314,29330.626
Dallas TX,TX,2305,2303,89878.618
Dallas TX,TX,2305,2312,42220.871
Dallas TX,TX,2306,2302,7595.885
Dallas TX,TX,2306,2304,105308.624
Dallas TX,TX,2306,2312,16145.777
Dallas TX,TX,2307,2304,21796.426
Dallas TX,TX,2307,2306,71501.51
Dallas TX,TX,2307,2315,27549.177
Dallas TX,TX,2308,2305,11814.995
Dallas TX,TX,2308,2310,91962.115
Dallas TX,TX,2308,2314,2294.081
Dallas TX,TX,2308,2315,5331.584
Dallas TX,TX,2309,2305,84281.146
Dallas TX,TX,2309,2306,6600.401
Dallas TX,TX,2309,2315,24424.462
Dallas TX,TX,2310,2305,47160.005
Dallas TX,TX,2310,2315,61407.342
Dallas TX,TX,2311,2301,4928.498
Dallas TX,TX,2311,2306,73838.133
Dallas TX,TX,2311,2315,34689.862
Dallas TX,TX,2312,2301,12528.638
Dallas TX,TX,2312,2302,33137.077
Dallas TX,TX,2312,2304,36271.363
Dallas TX,TX,2312,2306,31117.392
Dallas TX,TX,2312,2311,2465.313
Dallas TX,TX,2313,2301,8499.904
Dallas TX,TX,2313,2302,88376.883
Dallas TX,TX,2313,2304,17244.425
Dallas TX,TX,2314,2301,36723.373
Dallas TX,TX,2314,2302,10529.161
Dallas TX,TX,2314,2303,33290.228
Dallas TX,TX,2314,2307,42422.946
Dallas TX,TX,2315,2301,40847.826
Dallas TX,TX,2315,2307,52589.435
Dallas TX,TX,2315,2308,22982.286
Dallas TX,TX,2316,2307,43684.318
Dallas TX,TX,2316,2308,64866.012
Dallas TX,TX,2317,2308,5901.648
Dallas TX,TX,2317,2314,100914.029
Dallas TX,TX,2318,2308,56724.524
Dallas TX,TX,2318,2313,17800.663
Dallas TX,TX,2318,2314,35828.926
Dallas TX,TX,2319,2308,28573.377
Dallas TX,TX,2319,2313,86438.028
Dallas TX,TX,2320,2311,72931.987
Dallas TX,TX,2320,2313,34907.89
Dallas TX,TX,2321,2301,2698.23
Dallas TX,TX,2321,2311,109751.079
Dallas TX,TX,2322,2311,44890.386
Dallas TX,TX,2322,2315,64841.55
Dawson TX,TX,2800,3100,13372
Deaf Smith TX,TX,100,100,19195
Delta TX,TX,1000,1000,5238
Denton TX,TX,2001,2201,73171.081
Denton TX,TX,2001,2202,47062.022
Denton TX,TX,2002,2201,113323.821
Denton TX,TX,2002,2202,2907.197
Denton TX,TX,2003,2201,118294.593
Denton TX,TX,2003,2202,14690.609
Denton TX,TX,2004,2202,125407.39
Denton TX,TX,2005,2201,31545.983
Denton TX,TX,2005,2202,96864.108
Denton TX,TX,2006,2201,30601.172
Denton TX,TX,2006,2202,99495.024
DeWitt TX,TX,5500,5700,20684
Dickens TX,TX,400,400,2218
Dimmit TX,TX,6200,5900,11089
Donley TX,TX,100,100,3543
Duval TX,TX,6400,6100,11533
Eastland TX,TX,2600,2700,18176
Ector TX,TX,3100,3300,153904
Edwards TX,TX,6200,5900,1879
El Paso TX,TX,3301,3504,144506.669
El Paso TX,TX,3302,3504,98858.081
El Paso TX,TX,3302,3505,66352.331
El Paso TX,TX,3303,3504,35307.127
El Paso TX,TX,3303,3505,100864.12
El Paso TX,TX,3304,3502,114451.472
El Paso TX,TX,3304,3504,12.492
El Paso TX,TX,3305,3501,20037.492
El Paso TX,TX,3305,3503,114117.306
El Paso TX,TX,3305,3504,8.328
El Paso TX,TX,3306,3501,117834.777
El Paso TX,TX,3306,3504,21136.806
Ellis TX,TX,2101,2400,159317
Erath TX,TX,2200,2700,40147
Falls TX,TX,3700,1900,16989
Fannin TX,TX,800,900,33752
Fayette TX,TX,5100,5100,24833
Fisher TX,TX,2600,2800,3831
Floyd TX,TX,400,400,5949
Foard TX,TX,600,600,1275
Fort Bend TX,TX,4901,4701,19688.997
Fort Bend TX,TX,4901,4702,101633.019
Fort Bend TX,TX,4902,4701,29374.856
Fort Bend TX,TX,4902,4702,109663.395
Fort Bend TX,TX,4903,4701,101510.088
Fort Bend TX,TX,4903,4702,21196.961
Fort Bend TX,TX,4904,4701,138087.578
Fort Bend TX,TX,4904,4702,10245.491
Fort Bend TX,TX,4905,4701,153944.614
Franklin TX,TX,1000,1000,10600
Freestone TX,TX,3700,1900,19758.011
Freestone TX,TX,3700,3900,3.989
Frio TX,TX,6100,5800,18531
Gaines TX,TX,3200,3400,19425
Galveston TX,TX,4701,4901,115557.225
Galveston TX,TX,4701,4902,51111.414
Galveston TX,TX,4702,4902,147529.362
Garza TX,TX,400,400,6435
Gillespie TX,TX,6000,5800,25520
Glasscock TX,TX,2800,3100,1291
Goliad TX,TX,5500,5700,7549
Gonzales TX,TX,5500,5700,20462
Gray TX,TX,100,100,23044
Grayson TX,TX,800,800,123534
Gregg TX,TX,1600,1300,123204
Grimes TX,TX,3601,3900,27163.829
Grimes TX,TX,3601,4503,8.171
Guadalupe TX,TX,5700,5500,147250
Hale TX,TX,400,400,34720
Hall TX,TX,100,100,3147
Hamilton TX,TX,3400,3600,8199
Hansford TX,TX,100,100,5509
Hardeman TX,TX,600,600,3928
Hardin TX,TX,4200,4200,55621
Harris TX,TX,4601,4601,14504.461
Harris TX,TX,4601,4602,49530.047
Harris TX,TX,4601,4603,58387.915
Harris TX,TX,4602,4601,112641
Harris TX,TX,4602,4611,14336.246
Harris TX,TX,4603,4601,2129.274
Harris TX,TX,4603,4607,123483.803
Harris TX,TX,4604,4603,47690.536
Harris TX,TX,4604,4604,37623.692
Harris TX,TX,4604,4607,21985.137
Harris TX,TX,4604,4620,26728.796
Harris TX,TX,4605,4611,16.279
Harris TX,TX,4605,4620,44.496
Harris TX,TX,4605,4624,263.717
Harris TX,TX,4605,4625,126724.381
Harris TX,TX,4606,4611,44116.785
Harris TX,TX,4606,4622,72940.127
Harris TX,TX,4607,4602,44390.269
Harris TX,TX,4607,4611,5132.181
Harris TX,TX,4607,4622,31347.65
Harris TX,TX,4607,4623,31775.241
Harris TX,TX,4608,4602,25639.198
Harris TX,TX,4608,4615,43870.431
Harris TX,TX,4608,4623,40158.852
Harris TX,TX,4609,4602,32975.536
Harris TX,TX,4609,4603,6265.189
Harris TX,TX,4609,4606,78345.792
Harris TX,TX,4609,4615,18950.759
Harris TX,TX,4610,4606,34398.308
Harris TX,TX,4610,4615,66238.664
Harris TX,TX,4610,4618,12281.854
Harris TX,TX,4611,4603,21142.978
Harris TX,TX,4611,4605,30959.128
Harris TX,TX,4611,4606,26378.258
Harris TX,TX,4611,4615,1825.402
Harris TX,TX,4611,4618,31610.282
Harris TX,TX,4612,4605,89770.293
Harris TX,TX,4612,4612,17055.9
Harris TX,TX,4612,4619,4841.332
Harris TX,TX,4613,4604,64097.452
Harris TX,TX,4613,4605,12501.076
Harris TX,TX,4613,4613,24355.339
Harris TX,TX,4613,4619,14848.487
Harris TX,TX,4614,4604,55900.506
Harris TX,TX,4614,4613,55459.891
Harris TX,TX,4614,4620,2709.887
Harris TX,TX,4615,4609,37796.247
Harris TX,TX,4615,4613,66708.581
Harris TX,TX,4615,4620,6762.237
Harris TX,TX,4616,4607,3323.057
Harris TX,TX,4616,4608,25742.297
Harris TX,TX,4616,4609,82416.591
Harris TX,TX,4616,4620,4807.689
Harris TX,TX,4617,4607,19127.656
Harris TX,TX,4617,4608,86284.447
Harris TX,TX,4617,4620,9122.671
Harris TX,TX,4618,4608,26228.492
Harris TX,TX,4618,4611,74804.598
Harris TX,TX,4618,4622,3597.627
Harris TX,TX,4618,4624,6981.459
Harris TX,TX,4619,4608,6850.143
Harris TX,TX,4619,4620,18483.013
Harris TX,TX,4619,4624,83382.47
Harris TX,TX,4619,4625,1793.93
Harris TX,TX,4620,4620,70820.62
Harris TX,TX,4620,4624,39786.609
Harris TX,TX,4621,4614,34473.19
Harris TX,TX,4621,4620,6027.518
Harris TX,TX,4621,4624,41454.649
Harris TX,TX,4621,4625,29822.864
Harris TX,TX,4622,4614,58728.686
Harris TX,TX,4622,4622,51117.778
Harris TX,TX,4622,4625,3408.792
Harris TX,TX,4623,4614,78935.087
Harris TX,TX,4623,4622,32709.648
Harris TX,TX,4624,4621,57661.878
Harris TX,TX,4624,4622,31465.943
Harris TX,TX,4624,4623,27307.238
Harris TX,TX,4625,4621,23541.396
Harris TX,TX,4625,4623,97648.174
Harris TX,TX,4626,4615,16689.083
Harris TX,TX,4626,4616,58573.494
Harris TX,TX,4626,4623,50042.288
Harris TX,TX,4627,4616,18339.759
Harris TX,TX,4627,4621,92562.659
Harris TX,TX,4627,4623,9842.196
Harris TX,TX,4628,4615,36382.157
Harris TX,TX,4628,4618,80355.688
Harris TX,TX,4629,4616,92619.093
Harris TX,TX,4629,4617,26720.114
Harris TX,TX,4630,4617,31564.701
Harris TX,TX,4630,4621,77809.675
Harris TX,TX,4631,4617,127631.656
Harris TX,TX,4632,4617,47510.383
Harris TX,TX,4632,4618,17941.47
Harris TX,TX,4632,4619,32791.042
Harris TX,TX,4632,4621,12132.089
Harris TX,TX,4633,4617,80999.246
Harris TX,TX,4633,4618,28138.545
Harris TX,TX,4634,4612,5021.484
Harris TX,TX,4634,4618,61526.478
Harris TX,TX,4634,4619,43836.788
Harris TX,TX,4635,4612,5007.376
Harris TX,TX,4635,4619,109582.746
Harris TX,TX,4636,4605,1905.711
Harris TX,TX,4636,4610,23100.782
Harris TX,TX,4636,4612,46880.934
Harris TX,TX,4636,4618,44210.117
Harris TX,TX,4637,4610,67377.099
Harris TX,TX,4637,4612,53230.773
Harris TX,TX,4637,4619,2829.265
Harris TX,TX,4638,4609,4386.609
Harris TX,TX,4638,4610,48890.83
Harris TX,TX,4638,4612,23448.064
