cntyname,State,PUMA,Pop10,Pop14
Rock MN,MN,2500,9687,9553
Watonwan MN,MN,2500,11211,11083
Atchison MO,MO,100,5685,5382
Caldwell MO,MO,100,9424,9034
Daviess MO,MO,100,8433,8297
DeKalb MO,MO,100,12892,12692
Gentry MO,MO,100,6738,6826
Grundy MO,MO,100,10261,10197
Harrison MO,MO,100,8957,8639
Holt MO,MO,100,4912,4516
Livingston MO,MO,100,15195,15053
Mercer MO,MO,100,3785,3719
Nodaway MO,MO,100,23370,23081
Worth MO,MO,100,2171,2073
Andrew MO,MO,200,17291,17379
Buchanan MO,MO,200,89201,89486
Adair MO,MO,300,25607,25602
Clark MO,MO,300,7139,6917
Knox MO,MO,300,4131,4000
Lewis MO,MO,300,10211,10138
Linn MO,MO,300,12761,12311
Macon MO,MO,300,15566,15479
Putnam MO,MO,300,4979,4829
Schuyler MO,MO,300,4431,4370
Scotland MO,MO,300,4843,4863
Shelby MO,MO,300,6373,6108
Sullivan MO,MO,300,6714,6411
Marion MO,MO,400,28781,28920
Monroe MO,MO,400,8840,8707
Montgomery MO,MO,400,12236,11841
Pike MO,MO,400,18516,18541
Ralls MO,MO,400,10167,10255
Randolph MO,MO,400,25414,25072
Audrain MO,MO,500,25529,25887
Callaway MO,MO,500,44332,44750
Cole MO,MO,500,75930,76496.552
Cooper MO,MO,500,17601,17585
Howard MO,MO,500,10144,10159
Moniteau MO,MO,500,15607,15856
Boone MO,MO,600,162642,172717
Carroll MO,MO,700,9295,9043
Chariton MO,MO,700,7831,7694
Johnson MO,MO,700,52595,54362
Pettis MO,MO,700,42201,42225
Saline MO,MO,700,23370,23347
Clay MO,MO,800,108487,114227.149
Clinton MO,MO,800,20743,20299
Platte MO,MO,800,45676,48471.112
Jackson MO,MO,901,142339,144246.191
Lafayette MO,MO,901,33381,32688
Ray MO,MO,901,23494,22949
Cass MO,MO,902,99281,100689.206
Jackson MO,MO,902,112328,113833.076
Clay MO,MO,1001,113452,119454.851
Platte MO,MO,1001,43646,46316.888
Jackson MO,MO,1002,97388,98692.896
Jackson MO,MO,1003,103436,104821.932
Cass MO,MO,1004,197,199.794
Jackson MO,MO,1004,101715,103077.873
Jackson MO,MO,1100,116952,118519.032
Barton MO,MO,1200,12402,12057
Bates MO,MO,1200,17049,16584
Benton MO,MO,1200,19056,18806
Cedar MO,MO,1200,13982,13952
Dallas MO,MO,1200,16777,16389
Henry MO,MO,1200,22272,22028
Hickory MO,MO,1200,9627,9219
Polk MO,MO,1200,31137,31054
St. Clair MO,MO,1200,9805,9457
Vernon MO,MO,1200,21159,21001
Camden MO,MO,1300,44002,44021
Laclede MO,MO,1300,35571,35439
Miller MO,MO,1300,24748,25141
Morgan MO,MO,1300,20565,20240
Pulaski MO,MO,1300,52274,53436
Cole MO,MO,1400,60,60.448
Crawford MO,MO,1400,24696,24650
Dent MO,MO,1400,15657,15655
Gasconade MO,MO,1400,15222,14866
Maries MO,MO,1400,9176,9013
Osage MO,MO,1400,13878,13703
Phelps MO,MO,1400,45156,44847
Washington MO,MO,1400,25195,25077
Franklin MO,MO,1500,101492,102084
Lincoln MO,MO,1500,52566,54249
Warren MO,MO,1500,32513,33253
St. Charles MO,MO,1601,213275,224520.769
St. Charles MO,MO,1602,147210,154972.231
St. Louis MO,MO,1701,123587,123948.499
St. Louis city MO,MO,1701,1,0.994
St. Louis MO,MO,1702,125717,126084.73
St. Louis MO,MO,1703,111745,112071.861
St. Louis MO,MO,1704,111804,112131.033
St. Louis MO,MO,1705,117893,118237.844
St. Louis MO,MO,1706,114062,114395.638
St. Louis MO,MO,1707,158559,159022.795
Jefferson MO,MO,1708,110,112.003
St. Louis MO,MO,1708,135584,135980.591
St. Louis city MO,MO,1801,91993,91452.787
St. Louis MO,MO,1802,3,3.009
St. Louis city MO,MO,1802,102412,101810.603
St. Louis city MO,MO,1803,124888,124154.616
Jefferson MO,MO,1900,218623,222603.997
Bollinger MO,MO,2000,12363,12394
Cape Girardeau MO,MO,2000,75674,78043
Iron MO,MO,2000,10630,10267
Madison MO,MO,2000,12226,12368
Perry MO,MO,2000,18971,19202
Ste. Genevieve MO,MO,2000,18145,17914
St. Francois MO,MO,2000,65359,65960
Dunklin MO,MO,2100,31953,31344
Mississippi MO,MO,2100,14358,14232
New Madrid MO,MO,2100,18956,18272
Pemiscot MO,MO,2100,18296,17650
Scott MO,MO,2100,39191,38903
Butler MO,MO,2200,42794,42972
Carter MO,MO,2200,6265,6258
Reynolds MO,MO,2200,6696,6565
Ripley MO,MO,2200,14100,13969
Stoddard MO,MO,2200,29968,29867
Wayne MO,MO,2200,13521,13452
Douglas MO,MO,2300,13684,13546
Howell MO,MO,2300,40400,40173
Oregon MO,MO,2300,10881,10911
Ozark MO,MO,2300,9723,9492
Shannon MO,MO,2300,8441,8329
Texas MO,MO,2300,26008,25642
Wright MO,MO,2300,18815,18291
Christian MO,MO,2400,77422,82101
Greene MO,MO,2400,118438,123039.527
Taney MO,MO,2400,3,3.148
Webster MO,MO,2400,36202,36888
Greene MO,MO,2500,156736,162825.473
Barry MO,MO,2600,35597,35662
Dade MO,MO,2600,7883,7628
Lawrence MO,MO,2600,38634,38023
McDonald MO,MO,2600,23083,22800
Stone MO,MO,2600,32202,31104
Taney MO,MO,2600,51672,54226.852
Jasper MO,MO,2700,117404,117543
Newton MO,MO,2700,58114,58598
DeSoto MS,MS,100,161252,170913
Benton MS,MS,200,8729,8296
Lafayette MS,MS,200,47351,52930
Marshall MS,MS,200,37144,36234
Tippah MS,MS,200,22232,22039
Alcorn MS,MS,300,37057,37380
Itawamba MS,MS,300,23401,23527
Prentiss MS,MS,300,25276,25428
Tishomingo MS,MS,300,19593,19420
Lee MS,MS,400,82910,85246
Pontotoc MS,MS,400,29957,30950
Union MS,MS,400,27134,28097
Coahoma MS,MS,500,26151,24807
Panola MS,MS,500,34707,34444
Quitman MS,MS,500,8223,7678
Tate MS,MS,500,28886,28204
Tunica MS,MS,500,10778,10598
Bolivar MS,MS,600,34145,33768
Washington MS,MS,600,51137,48958
Carroll MS,MS,700,10597,10254
Humphreys MS,MS,700,9375,8741
Leflore MS,MS,700,32317,31422
Sunflower MS,MS,700,29450,27496
Tallahatchie MS,MS,700,15378,14761
Attala MS,MS,800,19564,19163
Calhoun MS,MS,800,14962,14745
Choctaw MS,MS,800,8547,8294
Grenada MS,MS,800,21906,21666
Montgomery MS,MS,800,10925,10400
Webster MS,MS,800,10253,9972
Yalobusha MS,MS,800,12678,12276
Chickasaw MS,MS,900,17392,17313
Clay MS,MS,900,20634,20225
Oktibbeha MS,MS,900,47671,49414
Winston MS,MS,900,19198,18478
Lowndes MS,MS,1000,59779,59730
Monroe MS,MS,1000,36989,36003
Noxubee MS,MS,1000,11545,11115
Clarke MS,MS,1100,16732,16299
Kemper MS,MS,1100,10456,10163
Lauderdale MS,MS,1100,80261,79739
Newton MS,MS,1100,21720,21832
Jasper MS,MS,1200,17062,16601
Leake MS,MS,1200,23805,23193
Neshoba MS,MS,1200,29676,29465
Scott MS,MS,1200,28264,28461
Smith MS,MS,1200,16491,16188
Rankin MS,MS,1300,141617,148070
Hinds MS,MS,1400,169228,168154.478
Hinds MS,MS,1500,76057,75574.522
Madison MS,MS,1500,95203,101688
Holmes MS,MS,1600,19198,18459
Issaquena MS,MS,1600,1406,1397
Sharkey MS,MS,1600,4916,4647
Warren MS,MS,1600,48773,47983
Yazoo MS,MS,1600,28065,27817
Claiborne MS,MS,1700,9604,9080
Copiah MS,MS,1700,29449,28797
Covington MS,MS,1700,19568,19442
Jefferson MS,MS,1700,7726,7599
Jefferson Davis MS,MS,1700,12487,11822
Lawrence MS,MS,1700,12929,12502
Lincoln MS,MS,1700,34869,34775
Simpson MS,MS,1700,27503,27463
Greene MS,MS,1800,14400,14326
Jones MS,MS,1800,67761,68290
Perry MS,MS,1800,12250,12227
Wayne MS,MS,1800,20747,20490
Forrest MS,MS,1900,74934,76330
Lamar MS,MS,1900,55658,60099
Adams MS,MS,2000,32297,31737
Amite MS,MS,2000,13131,12629
Franklin MS,MS,2000,8118,7833
Marion MS,MS,2000,27088,25868
Pike MS,MS,2000,40404,40058
Walthall MS,MS,2000,15443,14859
Wilkinson MS,MS,2000,9878,9191
George MS,MS,2100,22578,23303
Hancock MS,MS,2100,43929,45949
Pearl River MS,MS,2100,55834,55224
Stone MS,MS,2100,17786,17875
Harrison MS,MS,2200,187105,199058
Jackson MS,MS,2300,139668,141137
Flathead MT,MT,100,90928,94924
Lake MT,MT,100,28746,29099
Lincoln MT,MT,100,19687,19125
Sanders MT,MT,100,11413,11364
Blaine MT,MT,200,6491,6619
Cascade MT,MT,200,81327,82344
Chouteau MT,MT,200,5813,5894
Glacier MT,MT,200,13399,13696
Hill MT,MT,200,16096,16596
Judith Basin MT,MT,200,2072,1991
Liberty MT,MT,200,2339,2359
Pondera MT,MT,200,6153,6219
Teton MT,MT,200,6073,6064
Toole MT,MT,200,5324,5150
Big Horn MT,MT,300,12865,13282
Carbon MT,MT,300,10078,10399
Carter MT,MT,300,1160,1169
Custer MT,MT,300,11699,12092
Daniels MT,MT,300,1751,1793
Dawson MT,MT,300,8966,9518
Fallon MT,MT,300,2890,3108
Fergus MT,MT,300,11586,11442
Garfield MT,MT,300,1206,1309
Golden Valley MT,MT,300,884,852
McCone MT,MT,300,1734,1694
Musselshell MT,MT,300,4538,4589
Petroleum MT,MT,300,494,485
Phillips MT,MT,300,4253,4192
Powder River MT,MT,300,1743,1783
Prairie MT,MT,300,1179,1148
Richland MT,MT,300,9746,11576
Roosevelt MT,MT,300,10425,11332
Rosebud MT,MT,300,9233,9326
Sheridan MT,MT,300,3384,3696
Stillwater MT,MT,300,9117,9290
Sweet Grass MT,MT,300,3651,3665
Treasure MT,MT,300,718,692
Valley MT,MT,300,7369,7640
Wheatland MT,MT,300,2168,2102
Wibaux MT,MT,300,1017,1121
Yellowstone MT,MT,400,147972,155634
Beaverhead MT,MT,500,9246,9345
Gallatin MT,MT,500,89513,97308
Madison MT,MT,500,7691,7820
Meagher MT,MT,500,1891,1853
Park MT,MT,500,15636,15880
Broadwater MT,MT,600,5612,5667
Deer Lodge MT,MT,600,9298,9150
Granite MT,MT,600,3079,3209
Jefferson MT,MT,600,11406,11558
Lewis and Clark MT,MT,600,63395,65856
Powell MT,MT,600,7027,6909
Silver Bow MT,MT,600,34200,34680
Mineral MT,MT,700,4223,4257
Missoula MT,MT,700,109299,112684
Ravalli MT,MT,700,40212,41030
Cherokee NC,NC,100,27444,27141
Clay NC,NC,100,10587,10581
Graham NC,NC,100,8861,8644
Haywood NC,NC,100,59036,59471
Jackson NC,NC,100,40271,40981
Macon NC,NC,100,33922,33875
Swain NC,NC,100,13981,14274
Buncombe NC,NC,201,118861,124956.218
Henderson NC,NC,201,33,34.363
Madison NC,NC,201,20764,21157
Buncombe NC,NC,202,119457,125582.782
Henderson NC,NC,300,106707,111114.637
Transylvania NC,NC,300,33090,33045
Cleveland NC,NC,400,98078,97076
Gaston NC,NC,400,163,166.987
McDowell NC,NC,400,44996,44965
Polk NC,NC,400,20510,20357
Rutherford NC,NC,400,67810,66600
Ashe NC,NC,500,27281,27126
Avery NC,NC,500,17797,17773
Mitchell NC,NC,500,15579,15311
Watauga NC,NC,500,51047,52527.072
Yancey NC,NC,500,17818,17614
Alleghany NC,NC,600,11155,10879
Surry NC,NC,600,73673,72968
Watauga NC,NC,600,32,32.928
Wilkes NC,NC,600,69340,68838
Catawba NC,NC,700,154357,154532.999
Alexander NC,NC,800,37182,37375.917
Burke NC,NC,800,90912,89486
Caldwell NC,NC,800,83029,81484
Catawba NC,NC,800,1,1.001
Mecklenburg NC,NC,901,108460,119417.83
Mecklenburg NC,NC,902,118713,130706.701
Mecklenburg NC,NC,903,117018,128840.454
Mecklenburg NC,NC,904,108745,119731.624
Mecklenburg NC,NC,905,153695,169222.97
Mecklenburg NC,NC,1000,312997,344619.422
Union NC,NC,1000,6,6.515
Gaston NC,NC,1100,205923,210960.013
Lincoln NC,NC,1100,78265,79829
Rowan NC,NC,1200,138428,138630
Cabarrus NC,NC,1300,178011,192103
Union NC,NC,1400,201286,218561.485
Alexander NC,NC,1500,16,16.083
Iredell NC,NC,1500,159437,166675
Guilford NC,NC,1601,112699,118170.742
Guilford NC,NC,1602,127318,133499.521
Guilford NC,NC,1700,248389,260448.738
Forsyth NC,NC,1800,201914,210336.728
Forsyth NC,NC,1900,148756,154961.272
Chatham NC,NC,2000,2,2.164
Randolph NC,NC,2000,141752,142778
Davie NC,NC,2100,41240,41434
Stokes NC,NC,2100,47401,46419
Yadkin NC,NC,2100,38406,37792
Davidson NC,NC,2200,162878,164072
Alamance NC,NC,2300,151126,155786.846
Alamance NC,NC,2400,5,5.154
Caswell NC,NC,2400,23719,23082
Person NC,NC,2400,39464,39132
Rockingham NC,NC,2400,93643,91696
Anson NC,NC,2500,26948,25765
Montgomery NC,NC,2500,27798,27395
Stanly NC,NC,2500,60585,60600
Wake NC,NC,2601,152436,168965.199
Durham NC,NC,2602,352,387.35
Wake NC,NC,2602,176424,195554.306
Wake NC,NC,2701,149837,166084.38
Harnett NC,NC,2702,34,37.554
Wake NC,NC,2702,222126,246211.943
Wake NC,NC,2703,200151,221854.112
Durham NC,NC,2801,141130,155303.284
Durham NC,NC,2802,126105,138769.366
Chatham NC,NC,2900,63503,68695.836
Orange NC,NC,2900,133801,140420
Franklin NC,NC,3000,60619,62860
Johnston NC,NC,3000,168878,181423
Wake NC,NC,3000,10,11.084
Harnett NC,NC,3100,114644,126628.446
Lee NC,NC,3100,57866,59662
Wake NC,NC,3100,9,9.976
Duplin NC,NC,3200,58503,59879.953
Sampson NC,NC,3200,63431,64050
Granville NC,NC,3300,59916,58500
Vance NC,NC,3300,45422,44614
Warren NC,NC,3300,20972,20231
Edgecombe NC,NC,3400,56552,54933
Nash NC,NC,3400,95840,94357
Halifax NC,NC,3500,54691,52970
Hertford NC,NC,3500,24669,24308
Northampton NC,NC,3500,22099,20463
Cumberland NC,NC,3600,120894,123504.285
Cumberland NC,NC,3700,198537,202823.715
Robeson NC,NC,3800,134168,134760
Hoke NC,NC,3900,46952,51611
Moore NC,NC,3900,88247,93077
Richmond NC,NC,3900,46639,45733
Scotland NC,NC,3900,36157,35576
Brunswick NC,NC,4000,107431,118836
New Hanover NC,NC,4000,202667,216298
Bladen NC,NC,4100,35190,34657
Columbus NC,NC,4100,58098,56953
Pender NC,NC,4100,52217,56250
Duplin NC,NC,4200,2,2.047
Onslow NC,NC,4200,177772,187589
Wayne NC,NC,4300,122623,124456
Greene NC,NC,4400,21362,21093
Lenoir NC,NC,4400,59472,58462.39
Wilson NC,NC,4400,81234,81401
Carteret NC,NC,4500,66469,68811
Craven NC,NC,4500,103505,104510
Jones NC,NC,4500,10153,10076
Lenoir NC,NC,4500,23,22.61
Pitt NC,NC,4600,168148,175354
Beaufort NC,NC,4700,47759,47585
Bertie NC,NC,4700,21282,20106
Martin NC,NC,4700,24505,23454
Pamlico NC,NC,4700,13144,12948
Camden NC,NC,4800,9980,10331
Chowan NC,NC,4800,14793,14572
Currituck NC,NC,4800,23547,24976
Dare NC,NC,4800,33920,35104
Gates NC,NC,4800,12197,11567
Hyde NC,NC,4800,5810,5676
Pasquotank NC,NC,4800,40661,39787
Perquimans NC,NC,4800,13453,13466
Tyrrell NC,NC,4800,4407,4115
Washington NC,NC,4800,13228,12570
Adams ND,ND,100,2343,2384
Billings ND,ND,100,783,901
Bowman ND,ND,100,3151,3247
Divide ND,ND,100,2071,2432
Dunn ND,ND,100,3536,4399
Golden Valley ND,ND,100,1680,1825
Grant ND,ND,100,2394,2361
Hettinger ND,ND,100,2477,2660
McKenzie ND,ND,100,6360,10996
Mercer ND,ND,100,8424,8746
Morton ND,ND,100,27471,29822
Oliver ND,ND,100,1846,1850
Sioux ND,ND,100,4153,4422
Slope ND,ND,100,727,765
Stark ND,ND,100,24199,30372
Williams ND,ND,100,22398,32130
Bottineau ND,ND,200,6429,6650
Burke ND,ND,200,1968,2245
Burleigh ND,ND,200,81308,90503
Emmons ND,ND,200,3550,3422
Kidder ND,ND,200,2435,2424
Logan ND,ND,200,1990,1944
McHenry ND,ND,200,5395,5988
McIntosh ND,ND,200,2809,2801
McLean ND,ND,200,8962,9578
Mountrail ND,ND,200,7673,9782
Pierce ND,ND,200,4357,4404
Renville ND,ND,200,2470,2587
Rolette ND,ND,200,13937,14616
Sheridan ND,ND,200,1321,1326
Ward ND,ND,200,61675,69384
Barnes ND,ND,300,11066,11144
Benson ND,ND,300,6660,6833
Cavalier ND,ND,300,3993,3855
Dickey ND,ND,300,5289,5150
Eddy ND,ND,300,2385,2377
Foster ND,ND,300,3343,3362
Griggs ND,ND,300,2420,2319
LaMoure ND,ND,300,4139,4149
Ramsey ND,ND,300,11451,11564
Ransom ND,ND,300,5457,5446
Richland ND,ND,300,16321,16432
Sargent ND,ND,300,3829,3931
Stutsman ND,ND,300,21100,21129
Towner ND,ND,300,2246,2310
Wells ND,ND,300,4207,4192
Cass ND,ND,400,149778,167005
Grand Forks ND,ND,500,66861,70138
Nelson ND,ND,500,3126,3045
Pembina ND,ND,500,7413,7128
Steele ND,ND,500,1975,1955
Traill ND,ND,500,8121,8082
Walsh ND,ND,500,11119,10970
Banner NE,NE,100,690,764
Box Butte NE,NE,100,11308,11340
Boyd NE,NE,100,2099,2033
Brown NE,NE,100,3145,2941
Cherry NE,NE,100,5713,5762
Cheyenne NE,NE,100,9998,10148
Dawes NE,NE,100,9182,9042
Deuel NE,NE,100,1941,1940
Garden NE,NE,100,2057,1911
Holt NE,NE,100,10435,10403
Keya Paha NE,NE,100,824,810
Kimball NE,NE,100,3821,3713
Morrill NE,NE,100,5042,4862
Rock NE,NE,100,1526,1443
Scotts Bluff NE,NE,100,36970,36465
Sheridan NE,NE,100,5469,5259
Sioux NE,NE,100,1311,1303
Antelope NE,NE,200,6685,6398
Boone NE,NE,200,5505,5353
Burt NE,NE,200,6858,6573
Butler NE,NE,200,134,131.67
Cedar NE,NE,200,8852,8610
Colfax NE,NE,200,10515,10504
Cuming NE,NE,200,9139,9027
Dakota NE,NE,200,21006,20850
Dixon NE,NE,200,6000,5782
Knox NE,NE,200,8701,8482
Madison NE,NE,200,34876,35174
Nance NE,NE,200,3735,3570
Pierce NE,NE,200,7266,7202
Platte NE,NE,200,32237,32666
Stanton NE,NE,200,6129,6069
Thurston NE,NE,200,6940,6969
Wayne NE,NE,200,9595,9431
Blaine NE,NE,300,478,504
Custer NE,NE,300,10939,10728
Garfield NE,NE,300,2049,2003
Greeley NE,NE,300,2538,2482
Hall NE,NE,300,58607,61492
Hamilton NE,NE,300,9124,9135
Howard NE,NE,300,6274,6362
Loup NE,NE,300,632,588
Merrick NE,NE,300,7845,7766
Sherman NE,NE,300,3152,3074
Valley NE,NE,300,4260,4204
Wheeler NE,NE,300,818,766
Arthur NE,NE,400,460,453
Chase NE,NE,400,3966,3978
Dawson NE,NE,400,24326,24096
Dundy NE,NE,400,2008,1886
Frontier NE,NE,400,2756,2705
Furnas NE,NE,400,4959,4888
Gosper NE,NE,400,2044,1970
Grant NE,NE,400,614,619
Hayes NE,NE,400,967,933
Hitchcock NE,NE,400,2908,2901
Hooker NE,NE,400,736,728
Keith NE,NE,400,8368,8121
Lincoln NE,NE,400,36288,35815
Logan NE,NE,400,763,750
McPherson NE,NE,400,539,498
Perkins NE,NE,400,2970,2891
Red Willow NE,NE,400,11055,10867
Thomas NE,NE,400,647,687
Adams NE,NE,500,31364,31457
Buffalo NE,NE,500,46102,48224
Clay NE,NE,500,6542,6315
Franklin NE,NE,500,3225,3076
Harlan NE,NE,500,3423,3492
Kearney NE,NE,500,6489,6644
Nuckolls NE,NE,500,4500,4369
Phelps NE,NE,500,9188,9187
Webster NE,NE,500,3812,3658
Butler NE,NE,600,8261,8117.33
Fillmore NE,NE,600,5890,5661
Gage NE,NE,600,22311,21663
Jefferson NE,NE,600,7547,7335
Johnson NE,NE,600,5217,5185
Nemaha NE,NE,600,7248,7175
Otoe NE,NE,600,15740,15797
Pawnee NE,NE,600,2773,2702
Polk NE,NE,600,5406,5271
Richardson NE,NE,600,8363,8128
Saline NE,NE,600,14200,14252
Seward NE,NE,600,16750,17150
Thayer NE,NE,600,5228,5230
York NE,NE,600,13665,13917
Cass NE,NE,701,25241,25524
Dodge NE,NE,701,36691,36744
Sarpy NE,NE,701,2288,2480.342
Saunders NE,NE,701,20780,20919
Washington NE,NE,701,20234,20258
Sarpy NE,NE,702,156552,169712.658
Lancaster NE,NE,801,151347,160037.308
Lancaster NE,NE,802,134060,141757.692
Douglas NE,NE,901,161488,169649.373
Douglas NE,NE,902,140508,147609.073
Douglas NE,NE,903,102134,107295.706
Douglas NE,NE,904,112980,118689.848
Coos NH,NH,100,33055,31653
Grafton NH,NH,100,89118,89658
Belknap NH,NH,200,60088,60305
Carroll NH,NH,200,47818,47399
Merrimack NH,NH,200,13306,13371.964
Strafford NH,NH,300,123143,125604
Merrimack NH,NH,400,133139,133799.036
Rockingham NH,NH,400,4,4.073
Cheshire NH,NH,500,77117,76115
Sullivan NH,NH,500,43742,43103
Hillsborough NH,NH,600,120173,121511.418
Hillsborough NH,NH,700,38854,39286.734
Rockingham NH,NH,700,75781,77166.616
Hillsborough NH,NH,800,109565,110785.272
Hillsborough NH,NH,900,119232,120559.937
Hillsborough NH,NH,1000,12897,13040.639
Rockingham NH,NH,1000,98448,100248.071
Rockingham NH,NH,1100,120990,123202.24
Atlantic NJ,NJ,101,112887,113158.374
Atlantic NJ,NJ,102,161662,162050.626
Cape May NJ,NJ,200,97265,95344
Bergen NJ,NJ,301,118120,121833.582
Bergen NJ,NJ,302,115629,119264.268
Bergen NJ,NJ,303,136607,140901.796
Bergen NJ,NJ,304,200380,206679.76
Bergen NJ,NJ,305,181874,187591.948
Bergen NJ,NJ,306,152506,157300.646
Passaic NJ,NJ,400,146199,148424.54
Passaic NJ,NJ,501,153917,156260.028
Passaic NJ,NJ,502,201110,204171.432
Hudson NJ,NJ,601,133314,140638.781
Hudson NJ,NJ,602,114283,120562.145
Hudson NJ,NJ,701,137921,145498.907
Hudson NJ,NJ,702,129014,136102.523
Hudson NJ,NJ,703,119734,126312.644
Hunterdon NJ,NJ,800,128349,126067
Middlesex NJ,NJ,901,172159,177779.383
Middlesex NJ,NJ,902,181428,187350.983
Middlesex NJ,NJ,903,146069,150837.636
Middlesex NJ,NJ,904,136926,141396.15
Middlesex NJ,NJ,905,173243,178898.771
Somerset NJ,NJ,1001,151130,155393.211
Somerset NJ,NJ,1002,171950,176800.521
Monmouth NJ,NJ,1101,111404,111209.426
Monmouth NJ,NJ,1102,161382,161100.136
Monmouth NJ,NJ,1103,120911,120699.821
Monmouth NJ,NJ,1104,125437,125217.916
Middlesex NJ,NJ,1105,33,34.077
Monmouth NJ,NJ,1105,111212,111017.761
Monmouth NJ,NJ,1201,32,31.944
Ocean NJ,NJ,1201,224956,228753.862
Ocean NJ,NJ,1202,159375,162065.678
Ocean NJ,NJ,1203,192236,195481.46
Essex NJ,NJ,1301,154029,156338.348
Essex NJ,NJ,1302,123292,125140.51
Essex NJ,NJ,1401,119024,120808.52
Essex NJ,NJ,1402,110587,112245.024
Essex NJ,NJ,1403,132920,134912.862
Essex NJ,NJ,1404,144117,146277.738
Morris NJ,NJ,1501,130085,132053.943
Morris NJ,NJ,1502,129480,131439.786
Morris NJ,NJ,1503,113268,114982.404
Morris NJ,NJ,1504,119402,121209.247
Morris NJ,NJ,1600,41,41.621
Sussex NJ,NJ,1600,149265,144909
Warren NJ,NJ,1700,108692,106917
Union NJ,NJ,1800,124969,128798.439
Union NJ,NJ,1901,160859,165788.221
Union NJ,NJ,1902,123224,126999.967
Somerset NJ,NJ,1903,12,12.339
Union NJ,NJ,1903,127447,131352.373
Burlington NJ,NJ,2001,126903,127182.409
Burlington NJ,NJ,2002,154411,154750.974
Burlington NJ,NJ,2003,167420,167788.617
Camden NJ,NJ,2101,126640,125994.296
Camden NJ,NJ,2102,122434,121809.742
Camden NJ,NJ,2103,146714,145965.944
Gloucester NJ,NJ,2103,1057,1066.764
Camden NJ,NJ,2104,117869,117268.017
Gloucester NJ,NJ,2201,128668,129856.544
Gloucester NJ,NJ,2202,158563,160027.692
Salem NJ,NJ,2202,66083,64715
Mercer NJ,NJ,2301,206849,209684.396
Monmouth NJ,NJ,2301,2,1.997
Mercer NJ,NJ,2302,159664,161852.604
Somerset NJ,NJ,2302,352,361.93
Cumberland NJ,NJ,2400,156898,157389
San Juan NM,NM,100,130044,123785
Guadalupe NM,NM,200,4687,4468
Mora NM,NM,200,4881,4592
Rio Arriba NM,NM,200,40246,39777
San Miguel NM,NM,200,29393,28239
Taos NM,NM,200,32937,33084
Colfax NM,NM,300,13750,12680
Curry NM,NM,300,48376,50969
DeBaca NM,NM,300,2022,1825
Harding NM,NM,300,695,683
Lincoln NM,NM,300,20497,19706
Quay NM,NM,300,9041,8501
Roosevelt NM,NM,300,19846,19536
Union NM,NM,300,4549,4297
Los Alamos NM,NM,400,17950,17682
Santa Fe NM,NM,400,144170,148164
Bernalillo NM,NM,500,108,110.117
Sandoval NM,NM,500,130825,136838.171
Valencia NM,NM,500,76569,75817
Bernalillo NM,NM,601,156188,159249.461
Bernalillo NM,NM,602,106158,108238.816
Bernalillo NM,NM,603,153366,156372.146
Sandoval NM,NM,603,736,769.829
Bernalillo NM,NM,604,102884,104900.642
Bernalillo NM,NM,605,143860,146679.818
Cibola NM,NM,700,27213,27349
McKinley NM,NM,700,71492,74098
Catron NM,NM,800,3725,3556
Grant NM,NM,800,29514,29096
Hidalgo NM,NM,800,4894,4560
Luna NM,NM,800,25095,24673
Sierra NM,NM,800,11988,11325
Socorro NM,NM,800,17866,17310
Torrance NM,NM,800,16383,15611
Dona Ana NM,NM,900,209233,213676
Chaves NM,NM,1000,65645,65878
Otero NM,NM,1000,63797,65082
Eddy NM,NM,1100,53829,56395
Lea NM,NM,1100,64727,69999
Washoe NV,NV,100,211350,220714.144
Washoe NV,NV,200,210057,219363.856
Churchill NV,NV,300,24877,23989
Elko NV,NV,300,48818,52766
Esmeralda NV,NV,300,783,822
Eureka NV,NV,300,1987,2018
Humboldt NV,NV,300,16528,17279
Lander NV,NV,300,5775,6009
Lincoln NV,NV,300,5345,5184
Mineral NV,NV,300,4772,4500
Nye NV,NV,300,43915,42252.174
Pershing NV,NV,300,6753,6698
White Pine NV,NV,300,10030,10034
Douglas NV,NV,400,46997,47536
Lyon NV,NV,400,51980,51789
Storey NV,NV,400,4010,3912
Carson City NV,NV,400,55274,54522
Clark NV,NV,501,248449,263526.031
Nye NV,NV,501,31,29.826
Clark NV,NV,502,120243,127539.9
Clark NV,NV,503,142511,151159.225
Clark NV,NV,504,133578,141684.129
Clark NV,NV,505,217128,230304.328
Clark NV,NV,506,207921,220538.605
Clark NV,NV,507,127187,134905.294
Clark NV,NV,508,137087,145406.071
Clark NV,NV,509,132169,140189.624
Clark NV,NV,510,220319,233688.973
Clark NV,NV,511,264677,280738.821
St. Lawrence NY,NY,100,111944,111400
Clinton NY,NY,200,82128,81632
Essex NY,NY,200,39370,38679
Franklin NY,NY,200,51599,51262
Hamilton NY,NY,200,4836,4715
Warren NY,NY,300,65707,64973
Washington NY,NY,300,63216,62372
Herkimer NY,NY,401,64519,63744
Oneida NY,NY,401,86912,86169.349
Oneida NY,NY,402,147966,146701.651
Jefferson NY,NY,500,116229,119103
Lewis NY,NY,500,27087,27220
Oswego NY,NY,600,122109,120913
Onondaga NY,NY,700,145170,145533.682
Madison NY,NY,801,73442,72369
Onondaga NY,NY,801,35685,35774.399
Onondaga NY,NY,802,126522,126838.965
